,Player▲,Squad,90s,Gls,Ast,G+A,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90
1573,Florentino Luís,Getafe,11.0,0,1,0.09,0.1,0.1,0.3,0.3,0.01,0.03,0.03,0.01,0.03
1574,José Luis Gayà,Valencia,20.8,2,4,0.29,1.0,1.0,2.2,3.1,0.05,0.1,0.15,0.05,0.15
1575,José Luis Morales,Levante,30.2,13,7,0.66,14.4,10.6,6.9,17.5,0.48,0.23,0.71,0.35,0.58
1576,José Luis Palomino,Atalanta,29.7,1,0,0.03,1.8,1.8,0.4,2.2,0.06,0.01,0.07,0.06,0.07
1577,Luismi,Sevilla,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1578,Douglas Luiz,Aston Villa,30.2,2,3,0.17,2.0,2.0,2.5,4.5,0.07,0.08,0.15,0.07,0.15
1579,Romelu Lukaku,Chelsea,17.7,8,0,0.45,6.8,6.1,3.0,9.0,0.39,0.17,0.55,0.34,0.51
1580,Castello Lukeba,Lyon,23.3,2,0,0.09,1.6,1.6,0.1,1.7,0.07,0.0,0.07,0.07,0.07
1581,Dodi Lukebakio,Hertha BSC,2.0,1,0,0.51,1.1,0.3,0.0,0.3,0.55,0.0,0.55,0.16,0.16
1582,Dodi Lukebakio,Wolfsburg,9.8,1,2,0.31,2.3,2.3,2.2,4.6,0.24,0.23,0.46,0.24,0.46
1583,Saša Lukić,Torino,33.1,5,4,0.27,4.4,2.1,4.5,6.6,0.13,0.14,0.27,0.06,0.2
1584,Levi Lumeka,Troyes,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,Andriy Lunin,Real Madrid,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,Andrey Lunyov,Leverkusen,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,Sebastiano Luperto,Empoli,21.8,0,1,0.05,0.9,0.9,0.5,1.4,0.04,0.02,0.06,0.04,0.06
1588,Andreas Luthe,Union Berlin,27.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,Lyanco,Southampton,10.1,0,0,0.0,0.2,0.2,0.1,0.4,0.02,0.01,0.04,0.02,0.04
1590,Charalambos Lykogiannis,Cagliari,20.2,1,0,0.05,1.0,1.0,1.0,2.0,0.05,0.05,0.1,0.05,0.1
1591,Yannis M'Bemba,Nantes,0.1,0,0,0.0,0.1,0.1,0.0,0.1,2.16,0.0,2.16,2.16,2.16
1592,Alexis Mac Allister,Brighton,23.6,5,2,0.3,6.5,4.2,1.5,5.8,0.28,0.06,0.34,0.18,0.24
1593,Deiver Machado,Lens,5.8,0,1,0.17,0.0,0.0,0.8,0.9,0.01,0.14,0.15,0.01,0.15
1594,Darwin Machís,Granada,15.3,4,2,0.39,1.7,1.7,2.6,4.4,0.11,0.17,0.29,0.11,0.29
1595,Yvann Macon,Saint-Étienne,17.0,0,0,0.0,0.4,0.4,1.6,2.1,0.03,0.1,0.12,0.03,0.12
1596,James Maddison,Leicester City,27.3,12,8,0.73,8.2,8.2,4.8,13.0,0.3,0.18,0.48,0.3,0.48
1597,Joakim Mæhle,Atalanta,16.3,1,1,0.12,1.9,1.9,1.1,3.0,0.12,0.07,0.19,0.12,0.19
1598,Niki Mäenpää,Venezia,16.5,0,1,0.06,0.0,0.0,0.3,0.3,0.0,0.02,0.02,0.0,0.02
1599,Pablo Maffeo,Mallorca,32.7,1,4,0.15,1.7,1.7,2.4,4.1,0.05,0.07,0.12,0.05,0.12
1600,Louis Mafouta,Metz,5.8,2,0,0.34,1.8,1.8,0.3,2.0,0.3,0.05,0.35,0.3,0.35
1601,Giulio Maggiore,Spezia,31.3,2,3,0.16,3.3,3.3,2.8,6.0,0.11,0.09,0.19,0.1,0.19
1602,Matej Maglica,Stuttgart,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,Francesco Magnanelli,Sassuolo,3.0,0,0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
1604,Giangiacomo Magnani,Sampdoria,2.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,Giangiacomo Magnani,Hellas Verona,5.9,0,0,0.0,0.6,0.6,0.0,0.6,0.1,0.0,0.1,0.1,0.1
1606,Hugo Magnetti,Brest,16.3,0,1,0.06,0.6,0.6,0.4,1.1,0.04,0.03,0.06,0.04,0.06
1607,Yohann Magnin,Clermont Foot,19.1,1,0,0.05,1.2,1.2,0.7,1.9,0.06,0.04,0.1,0.06,0.1
1608,Harry Maguire,Manchester Utd,27.9,1,0,0.04,1.7,1.7,0.2,1.9,0.06,0.01,0.07,0.06,0.07
1609,Riyad Mahrez,Manchester City,16.6,11,5,0.96,10.2,6.3,3.7,10.0,0.61,0.22,0.83,0.38,0.6
1610,Arne Maier,Augsburg,20.7,1,6,0.34,1.4,1.4,3.2,4.7,0.07,0.16,0.23,0.07,0.23
1611,Habib Maïga,Metz,14.1,2,0,0.14,1.2,1.2,0.6,1.8,0.09,0.04,0.13,0.09,0.13
1612,Mike Maignan,Milan,32.0,0,1,0.03,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01
1613,Ainsley Maitland-Niles,Roma,5.4,0,0,0.0,0.4,0.4,0.4,0.9,0.08,0.08,0.16,0.08,0.16
1614,Ainsley Maitland-Niles,Arsenal,3.0,0,0,0.0,0.0,0.0,0.3,0.4,0.01,0.12,0.13,0.01,0.13
1615,Josh Maja,Bordeaux,0.1,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.99,0.99,0.0,0.99
1616,Abdul Majeed Waris,Strasbourg,3.6,2,0,0.55,1.2,1.2,0.6,1.8,0.32,0.17,0.49,0.32,0.49
1617,Lovro Majer,Rennes,20.4,6,8,0.69,4.8,4.8,5.1,9.9,0.24,0.25,0.49,0.24,0.49
1618,Jean-Victor Makengo,Udinese,26.1,1,3,0.15,2.3,2.3,2.0,4.3,0.09,0.08,0.17,0.09,0.17
1619,Béni Makouana,Montpellier,3.6,0,0,0.0,0.7,0.7,0.4,1.1,0.19,0.11,0.3,0.19,0.3
1620,Nemanja Maksimović,Getafe,32.6,1,2,0.09,2.5,2.5,0.7,3.2,0.08,0.02,0.1,0.08,0.1
1621,Nikola Maksimović,Genoa,12.4,0,0,0.0,0.2,0.2,0.1,0.2,0.01,0.01,0.02,0.01,0.02
1622,Kévin Malcuit,Napoli,3.2,0,1,0.31,0.1,0.1,0.4,0.5,0.02,0.13,0.15,0.02,0.15
1623,Daniel Maldini,Milan,1.6,1,0,0.61,0.2,0.2,0.1,0.3,0.14,0.04,0.18,0.14,0.18
1624,Youssef Maleh,Fiorentina,11.3,2,2,0.35,2.3,2.3,1.0,3.4,0.21,0.09,0.3,0.21,0.3
1625,Donyell Malen,Dortmund,18.7,5,3,0.43,4.2,4.2,3.6,7.8,0.23,0.19,0.42,0.23,0.42
1626,Ruslan Malinovskyi,Atalanta,17.7,6,5,0.62,3.7,3.7,6.2,9.9,0.21,0.35,0.56,0.21,0.56
1627,Hugo Mallo,Celta Vigo,20.3,1,1,0.1,1.4,1.4,1.7,3.1,0.07,0.08,0.16,0.07,0.16
1628,Lennard Maloney,Dortmund,0.1,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.62,0.62,0.0,0.62
1629,Mickael Malsa,Levante,12.7,1,2,0.24,1.0,1.0,0.9,1.9,0.08,0.07,0.15,0.08,0.15
1630,Giorgi Mamardashvili,Valencia,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,Rey Manaj,Spezia,19.6,5,0,0.25,7.1,4.8,1.4,6.2,0.36,0.07,0.43,0.24,0.32
1632,Hianga Mananga Mbock,Brest,8.9,0,0,0.0,0.4,0.4,0.0,0.4,0.04,0.0,0.04,0.04,0.04
1633,Vincent Manceau,Angers,26.2,0,0,0.0,0.1,0.1,0.3,0.4,0.0,0.01,0.02,0.0,0.02
1634,Gianluca Mancini,Roma,32.0,0,0,0.0,2.3,2.2,0.5,2.7,0.07,0.01,0.09,0.07,0.08
1635,Leonardo Mancuso,Empoli,4.7,1,0,0.21,2.2,2.2,0.4,2.7,0.47,0.09,0.56,0.47,0.56
1636,Steve Mandanda,Marseille,9.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,Reinildo Mandava,Atlético Madrid,14.4,0,0,0.0,0.2,0.2,0.1,0.3,0.02,0.01,0.02,0.02,0.02
1638,Reinildo Mandava,Lille,16.9,1,0,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05
1639,Aïssa Mandi,Villarreal,15.3,1,0,0.07,1.9,1.9,0.0,1.9,0.12,0.0,0.12,0.12,0.12
1640,Rolando Mandragora,Torino,14.7,0,2,0.14,1.2,1.2,2.7,3.9,0.08,0.19,0.27,0.08,0.27
1641,Anthony Mandrea,Angers,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,Sadio Mané,Liverpool,31.3,16,2,0.57,16.7,16.7,4.4,21.1,0.53,0.14,0.67,0.53,0.67
1643,Eliaquim Mangala,Saint-Étienne,13.1,1,0,0.08,0.5,0.5,0.0,0.6,0.04,0.0,0.04,0.04,0.04
1644,Orel Mangala,Stuttgart,20.6,1,3,0.19,1.6,1.6,2.3,4.0,0.08,0.11,0.19,0.08,0.19
1645,Thomas Mangani,Angers,24.4,7,2,0.37,5.2,0.7,1.8,2.5,0.21,0.07,0.29,0.03,0.1
1646,Ricardo Mangas,Bordeaux,26.1,3,1,0.15,2.2,2.2,0.6,2.8,0.08,0.02,0.11,0.08,0.11
1647,Kostas Manolas,Napoli,3.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,Javier Manquillo,Newcastle Utd,14.0,1,2,0.21,0.5,0.5,0.4,0.9,0.03,0.03,0.06,0.03,0.06
1649,Myziane Maolida,Nice,0.4,0,0,0.0,0.1,0.1,0.0,0.1,0.17,0.0,0.17,0.17,0.17
1650,Myziane Maolida,Hertha BSC,8.6,1,1,0.23,1.4,1.4,0.3,1.7,0.17,0.03,0.2,0.17,0.2
1651,Sekou Mara,Bordeaux,10.1,6,0,0.6,4.5,3.7,0.5,4.2,0.45,0.05,0.5,0.37,0.42
1652,Maranhão,Valencia,10.8,1,3,0.37,3.5,3.5,1.4,4.9,0.33,0.13,0.45,0.33,0.45
1653,Nikola Maraš,Rayo Vallecano,11.6,0,0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
1654,Fernando Marçal,Wolves,16.1,0,0,0.0,0.5,0.5,0.7,1.2,0.03,0.04,0.08,0.03,0.08
1655,Marcelo,Real Madrid,5.8,0,2,0.34,0.3,0.3,0.6,0.9,0.05,0.1,0.15,0.05,0.15
1656,Marcelo,Lyon,2.0,0,0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03
1657,Marcelo,Bordeaux,10.0,0,0,0.0,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04
1658,Solly March,Brighton,19.4,0,2,0.1,1.5,1.5,2.7,4.2,0.08,0.14,0.22,0.08,0.22
1659,Riccardo Marchizza,Empoli,15.0,0,1,0.07,0.3,0.3,1.6,1.9,0.02,0.1,0.12,0.02,0.12
1660,Gian Marco Ferrari,Sassuolo,34.7,1,0,0.03,1.9,1.9,0.4,2.3,0.05,0.01,0.07,0.05,0.07
1661,Iván Marcone,Elche,9.0,0,0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
1662,Óscar de Marcos,Athletic Club,18.7,1,2,0.16,0.2,0.2,1.6,1.8,0.01,0.08,0.1,0.01,0.1
1663,Davide Marfella,Napoli,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1664,José Mari,Cádiz,4.3,0,0,0.0,0.4,0.4,0.0,0.4,0.08,0.0,0.08,0.08,0.08
1665,Pablo Marí,Arsenal,2.0,0,0,0.0,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21
1666,Pablo Marí,Udinese,14.9,2,0,0.13,0.6,0.6,0.8,1.4,0.04,0.05,0.09,0.04,0.09
1667,José María Giménez,Atlético Madrid,22.7,1,1,0.09,1.2,1.2,0.1,1.3,0.05,0.0,0.06,0.05,0.06
1668,Mariano,Real Madrid,3.8,1,1,0.53,2.2,2.2,0.6,2.8,0.57,0.17,0.74,0.57,0.74
1669,Răzvan Marin,Cagliari,31.3,0,5,0.16,1.7,1.7,6.2,7.9,0.06,0.2,0.25,0.06,0.25
1670,Guillermo Maripán,Monaco,20.4,0,0,0.0,0.7,0.7,0.5,1.2,0.04,0.02,0.06,0.04,0.06
1671,Mika Màrmol,Barcelona,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672,Omar Marmoush,Wolfsburg,0.3,0,0,0.0,0.1,0.1,0.3,0.4,0.38,1.01,1.4,0.38,1.4
1673,Omar Marmoush,Stuttgart,17.5,3,5,0.46,5.8,5.1,2.1,7.1,0.33,0.12,0.45,0.29,0.41
1674,Marquinhos,Paris S-G,31.8,5,0,0.16,3.4,3.4,0.4,3.8,0.11,0.01,0.12,0.11,0.12
1675,Roger Martí,Levante,23.5,7,3,0.43,8.1,5.9,1.7,7.5,0.35,0.07,0.42,0.25,0.32
1676,Anthony Martial,Sevilla,5.4,0,1,0.18,0.3,0.3,0.2,0.5,0.06,0.03,0.09,0.06,0.09
1677,Anthony Martial,Manchester Utd,2.4,1,0,0.42,0.4,0.4,0.1,0.6,0.19,0.06,0.25,0.19,0.25
1678,Aarón Martín,Mainz 05,25.5,1,1,0.08,1.0,1.0,4.1,5.1,0.04,0.16,0.2,0.04,0.2
1679,Ander Martin,Real Sociedad,1.0,0,0,0.0,0.2,0.2,0.1,0.3,0.17,0.1,0.27,0.17,0.27
1680,Andrés Martín,Rayo Vallecano,2.1,0,0,0.0,0.4,0.4,0.0,0.4,0.18,0.0,0.18,0.18,0.18
1681,Carlos Martín,Atlético Madrid,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,Iván Martín,Alavés,1.8,0,0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05
1683,Jonas Martin,Rennes,23.4,1,1,0.09,1.0,1.0,1.4,2.4,0.04,0.06,0.1,0.04,0.1
1684,Martín,Cádiz,1.3,0,0,0.0,0.1,0.1,0.0,0.1,0.05,0.01,0.06,0.05,0.06
1685,Martinelli,Arsenal,20.7,6,6,0.58,7.1,6.4,3.3,9.7,0.34,0.16,0.51,0.31,0.47
1686,Emiliano Martínez,Aston Villa,36.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687,Iñigo Martínez,Athletic Club,26.0,3,0,0.12,2.1,2.1,0.5,2.5,0.08,0.02,0.1,0.08,0.1
1688,Javi Martínez,Osasuna,9.8,1,1,0.2,0.8,0.8,1.0,1.7,0.08,0.1,0.18,0.08,0.18
1689,Josep Martinez,RB Leipzig,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,Lautaro Martínez,Inter,25.4,21,3,0.95,19.6,15.5,3.5,19.0,0.77,0.14,0.91,0.61,0.75
1691,Pablo Martínez,Levante,7.3,0,1,0.14,0.4,0.4,1.3,1.7,0.05,0.18,0.23,0.05,0.23
1692,Lucas Martínez Quarta,Fiorentina,15.9,1,0,0.06,1.2,1.2,0.4,1.6,0.07,0.02,0.1,0.07,0.1
1693,Gelson Martins,Monaco,21.2,4,3,0.33,4.7,4.7,3.0,7.7,0.22,0.14,0.37,0.22,0.37
1694,Adam Marušić,Lazio,30.2,1,0,0.03,0.2,0.2,0.5,0.7,0.01,0.02,0.02,0.01,0.02
1695,Omar Mascarell,Elche,27.7,0,0,0.0,0.6,0.6,0.2,0.8,0.02,0.01,0.03,0.02,0.03
1696,Andrea Masiello,Genoa,5.7,0,0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.01,0.01,0.01
1697,Adam Masina,Watford,12.0,0,1,0.08,0.4,0.4,0.7,1.1,0.03,0.06,0.09,0.03,0.09
1698,Erhan Mašović,Bochum,17.2,0,0,0.0,0.4,0.4,0.0,0.4,0.02,0.0,0.02,0.02,0.02
1699,Roberto Massimo,Stuttgart,9.7,2,0,0.21,2.5,2.5,1.1,3.5,0.25,0.11,0.36,0.25,0.36
1700,Arthur Masuaku,West Ham,7.2,1,1,0.28,0.1,0.1,0.9,1.0,0.01,0.12,0.14,0.01,0.14
1701,Jaime Mata,Getafe,7.5,1,0,0.13,1.5,1.5,0.4,1.9,0.2,0.06,0.25,0.2,0.25
1702,Juan Mata,Manchester Utd,2.6,0,0,0.0,0.3,0.3,0.2,0.5,0.11,0.06,0.17,0.11,0.17
1703,Pape Matar Sarr,Metz,23.7,1,3,0.17,1.6,1.6,1.4,3.1,0.07,0.06,0.13,0.07,0.13
1704,Eliot Matazo,Monaco,8.8,0,0,0.0,0.1,0.1,0.1,0.3,0.01,0.02,0.03,0.01,0.03
1705,Aleš Matějů,Venezia,8.1,0,1,0.12,0.2,0.2,0.9,1.1,0.02,0.11,0.13,0.02,0.13
1706,Jean-Philippe Mateta,Crystal Palace,12.7,5,1,0.47,5.5,5.5,1.3,6.8,0.43,0.11,0.54,0.43,0.54
1707,Nemanja Matić,Manchester Utd,15.4,0,4,0.26,0.2,0.2,1.8,1.9,0.01,0.12,0.13,0.01,0.13
1708,Joël Matip,Liverpool,31.0,3,3,0.19,3.2,3.2,1.2,4.4,0.1,0.04,0.14,0.1,0.14
1709,Chrislain Matsima,Monaco,1.5,0,0,0.0,0.1,0.1,0.0,0.1,0.06,0.0,0.06,0.06,0.06
1710,Azor Matusiwa,Reims,27.4,1,1,0.07,0.4,0.4,0.9,1.3,0.01,0.03,0.05,0.01,0.05
1711,Neal Maupay,Brighton,25.3,8,2,0.4,7.7,6.2,2.2,8.4,0.3,0.09,0.39,0.24,0.33
1712,Stephy Mavididi,Montpellier,25.5,8,3,0.43,7.6,7.6,3.1,10.8,0.3,0.12,0.42,0.3,0.42
1713,Konstantinos Mavropanos,Stuttgart,30.1,4,0,0.13,2.8,2.8,0.1,3.0,0.09,0.0,0.1,0.09,0.1
1714,Eric Maxim Choupo-Moting,Bayern Munich,4.2,4,2,1.43,2.8,2.8,0.7,3.5,0.66,0.16,0.83,0.66,0.83
1715,Luís Maximiano,Granada,34.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,Borja Mayoral,Roma,1.1,0,0,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1
1717,Borja Mayoral,Getafe,11.6,6,1,0.6,2.7,2.0,1.1,3.1,0.23,0.1,0.33,0.17,0.27
1718,Derek Mazou-Sacko,Troyes,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,Pasquale Mazzocchi,Venezia,13.8,0,0,0.0,0.6,0.6,0.8,1.4,0.04,0.06,0.1,0.04,0.1
1720,Pasquale Mazzocchi,Salernitana,14.1,0,2,0.14,0.2,0.2,1.6,1.8,0.01,0.12,0.13,0.01,0.13
1721,Kevin Mbabu,Wolfsburg,15.5,0,0,0.0,0.4,0.4,2.2,2.6,0.02,0.14,0.17,0.02,0.17
1722,Kylian Mbappé,Paris S-G,33.6,28,17,1.34,23.4,20.3,12.4,32.7,0.7,0.37,1.06,0.61,0.97
1723,Ibrahima Mbaye,Bologna,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,Amadou Mbengue,Metz,6.8,0,0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02
1725,Bryan Mbeumo,Brentford,32.3,4,7,0.34,9.7,9.0,3.5,12.5,0.3,0.11,0.41,0.28,0.39
1726,Jason Mbock,Angers,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,Jordi Mboula,Mallorca,4.8,0,0,0.0,0.3,0.3,0.1,0.4,0.06,0.02,0.08,0.06,0.08
1728,Moustapha Mbow,Reims,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1729,Nathanael Mbuku,Reims,15.8,2,1,0.19,3.0,3.0,0.8,3.9,0.19,0.05,0.24,0.19,0.24
1730,James McArthur,Crystal Palace,16.0,0,3,0.19,0.3,0.3,1.0,1.4,0.02,0.06,0.08,0.02,0.08
1731,James Mcatee,Manchester City,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19
1732,Kasey McAteer,Leicester City,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,Liam McCarron,Leeds United,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,Alex McCarthy,Southampton,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,John McGinn,Aston Villa,34.3,3,4,0.2,1.5,1.5,4.9,6.4,0.04,0.14,0.19,0.04,0.19
1736,Weston McKennie,Juventus,15.2,3,0,0.2,2.3,2.3,1.2,3.4,0.15,0.08,0.23,0.15,0.23
1737,Stuart McKinstry,Leeds United,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,Kenny McLean,Norwich City,30.1,1,0,0.03,1.9,1.9,0.7,2.6,0.06,0.02,0.09,0.06,0.09
1739,Dwight McNeil,Burnley,34.5,0,1,0.03,2.3,2.3,4.8,7.1,0.07,0.14,0.21,0.07,0.21
1740,Scott McTominay,Manchester Utd,26.5,1,1,0.08,1.5,1.5,1.8,3.3,0.06,0.07,0.12,0.06,0.12
1741,Gary Medel,Bologna,31.4,0,1,0.03,0.3,0.3,0.0,0.3,0.01,0.0,0.01,0.01,0.01
1742,Facundo Medina,Lens,28.8,1,0,0.03,1.2,1.2,0.3,1.5,0.04,0.01,0.05,0.04,0.05
1743,Nathan de Medina,Arminia,8.6,0,0,0.0,0.4,0.4,0.0,0.4,0.05,0.0,0.05,0.05,0.05
1744,Ben Mee,Burnley,20.4,3,0,0.15,1.8,1.8,0.1,1.9,0.09,0.0,0.09,0.09,0.09
1745,Admir Mehmedi,Wolfsburg,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,Hannibal Mejbri,Manchester Utd,0.8,0,0,0.0,0.1,0.1,0.0,0.1,0.12,0.0,0.12,0.12,0.12
1747,Farid El Melali,Angers,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12
1748,Filippo Melegoni,Genoa,10.9,1,0,0.09,0.6,0.6,1.5,2.1,0.06,0.14,0.2,0.06,0.2
1749,Óscar Melendo,Espanyol,11.0,0,0,0.0,0.7,0.7,1.1,1.8,0.06,0.1,0.16,0.06,0.16
1750,Gonzalo Melero,Levante,18.8,7,2,0.48,4.1,2.6,0.9,3.5,0.22,0.05,0.27,0.14,0.19
1751,Birger Meling,Rennes,20.3,0,4,0.2,0.1,0.1,1.5,1.6,0.01,0.07,0.08,0.01,0.08
1752,Arthur Melo,Juventus,10.7,0,0,0.0,0.1,0.1,0.4,0.4,0.01,0.03,0.04,0.01,0.04
1753,Houboulang Mendes,Lorient,35.8,0,1,0.03,1.5,1.5,1.5,3.0,0.04,0.04,0.08,0.04,0.08
1754,Nuno Mendes,Paris S-G,18.4,0,1,0.05,0.5,0.5,2.3,2.7,0.03,0.12,0.15,0.03,0.15
1755,Pedro Mendes,Montpellier,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25
1756,Thiago Mendes,Lyon,20.7,1,1,0.1,0.7,0.7,1.5,2.2,0.04,0.07,0.11,0.04,0.11
1757,Tomás Mendes,Alavés,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,Brais Méndez,Celta Vigo,33.6,4,5,0.27,4.3,4.3,3.8,8.1,0.13,0.11,0.24,0.13,0.24
1759,Édgar Méndez,Alavés,17.9,1,1,0.11,2.1,2.1,1.8,3.9,0.12,0.1,0.22,0.12,0.22
1760,Arial Mendy,Clermont Foot,8.8,0,0,0.0,0.4,0.4,1.6,2.0,0.04,0.18,0.22,0.04,0.22
1761,Batista Mendy,Angers,26.8,1,1,0.07,0.7,0.7,0.6,1.2,0.02,0.02,0.05,0.02,0.05
1762,Benjamin Mendy,Manchester City,0.9,0,0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.3
1763,Edouard Mendy,Chelsea,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1764,Ferland Mendy,Real Madrid,19.3,2,1,0.16,1.1,1.1,1.3,2.4,0.06,0.07,0.13,0.06,0.13
1765,Nampalys Mendy,Leicester City,11.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,Gideon Mensah,Bordeaux,13.4,0,2,0.15,0.4,0.4,1.7,2.1,0.03,0.13,0.16,0.03,0.16
1767,Jorge Meré,Köln,5.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
1768,Alex Meret,Napoli,6.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1769,Fran Mérida,Espanyol,3.0,0,0,0.0,0.1,0.1,0.1,0.2,0.03,0.05,0.08,0.03,0.08
1770,Mikel Merino,Real Sociedad,32.1,3,2,0.16,4.3,4.3,3.5,7.7,0.13,0.11,0.24,0.13,0.24
1771,Quentin Merlin,Nantes,21.4,2,3,0.23,0.3,0.3,2.7,3.0,0.02,0.13,0.14,0.02,0.14
1772,Martín Merquelanz,Rayo Vallecano,1.9,0,0,0.0,0.1,0.1,0.7,0.8,0.08,0.36,0.43,0.08,0.43
1773,Yıldırım Mert Çetin,Hellas Verona,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1774,Dries Mertens,Napoli,15.4,11,1,0.78,4.6,3.8,2.4,6.2,0.3,0.15,0.45,0.25,0.4
1775,Illan Meslier,Leeds United,37.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776,Lionel Messi,Paris S-G,23.9,6,14,0.84,10.0,10.0,8.0,17.9,0.42,0.33,0.75,0.42,0.75
1777,Junior Messias,Milan,15.9,5,2,0.44,3.6,3.6,2.0,5.6,0.22,0.13,0.35,0.22,0.35
1778,Thomas Meunier,Dortmund,15.6,2,4,0.39,1.3,1.3,2.6,3.9,0.08,0.17,0.25,0.08,0.25
1779,Mexer,Bordeaux,13.6,1,0,0.07,0.4,0.4,0.0,0.4,0.03,0.0,0.03,0.03,0.03
1780,Marco Meyerhöfer,Greuther Fürth,25.3,1,0,0.04,0.9,0.9,0.8,1.7,0.03,0.03,0.07,0.03,0.07
1781,Matt Miazga,Alavés,9.3,0,0,0.0,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04
1782,Kingsley Michael,Bologna,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1783,Sven Michel,Union Berlin,3.8,3,1,1.07,1.6,1.6,1.8,3.3,0.41,0.47,0.88,0.41,0.88
