,Player,Squad,90s,SCA,SCA90,PassLive,Drib
1332,Leonardo Bonucci,Juventus,22.3,14,0.63,13,0
1333,Joseph Aidoo,Celta Vigo,29.3,13,0.44,12,0
1334,Matías Vecino,Inter,4.2,13,3.1,12,0
1335,Josip Stanišić,Bayern Munich,7.2,13,1.82,12,0
1336,Sebastian Rudy,Hoffenheim,8.6,15,1.75,12,0
1337,Edo Kayembe,Watford,8.9,13,1.46,12,0
1338,Calum Chambers,Aston Villa,9.2,13,1.41,12,0
1339,Gerson Rodrigues,Troyes,9.4,13,1.38,12,0
1340,Giuseppe Pezzella,Atalanta,11.9,14,1.18,12,0
1341,John Stones,Manchester City,12.4,14,1.13,12,0
1342,Xaver Schlager,Wolfsburg,11.6,13,1.13,12,0
1343,Adama Soumaoro,Bologna,25.2,12,0.48,11,0
1344,Dylan Bronn,Metz,28.3,12,0.42,11,0
1345,Andy Delort,Montpellier,3.0,12,4.01,11,0
1346,Samuele Ricci,Torino,8.0,14,1.75,11,0
1347,Martín Cáceres,Cagliari,9.2,13,1.41,11,0
1348,Charalambos Lykogiannis,Cagliari,20.2,19,0.94,10,0
1349,Leo Skiri Østigård,Genoa,13.0,11,0.84,10,0
1350,Patric,Lazio,18.3,11,0.6,10,0
1351,Wu Lei,Espanyol,5.3,11,2.09,10,0
1352,David López,Espanyol,8.3,12,1.45,10,0
1353,Anderson Lucoqui,Mainz 05,8.3,12,1.45,10,0
1354,Carlos Gruezo,Augsburg,10.8,11,1.02,10,0
1355,Alessio Romagnoli,Milan,15.7,10,0.64,9,0
1356,Reece Oxford,Augsburg,29.9,10,0.33,9,0
1357,Ainsley Maitland-Niles,Roma,5.4,10,1.85,9,0
1358,Hamadi Al Ghaddioui,Stuttgart,5.5,10,1.81,9,0
1359,Kieran Trippier,Atlético Madrid,10.8,14,1.29,9,0
1360,Janik Haberer,Freiburg,9.1,10,1.1,9,0
1361,Marc-Oliver Kempf,Hertha BSC,11.7,11,0.94,9,0
1362,Felipe,Atlético Madrid,16.7,9,0.54,8,0
1363,Marc Bartra,Betis,22.1,11,0.5,8,0
1364,Guillermo Maripán,Monaco,20.4,9,0.44,8,0
1365,Gonzalo Castro,Arminia,4.8,12,2.48,8,0
1366,Francesco Di Tacchio,Salernitana,13.9,9,0.65,7,0
1367,Thilo Kehrer,Paris S-G,16.8,9,0.54,7,0
1368,Maximilian Bauer,Greuther Fürth,18.8,8,0.43,7,0
1369,Stefan Mitrović,Getafe,29.6,8,0.27,7,0
1370,José Pozo,Rayo Vallecano,0.8,8,10.0,7,0
1371,Saúl Ñíguez,Chelsea,5.3,8,1.5,7,0
1372,Domingos Duarte,Granada,18.7,7,0.37,6,0
1373,Esteban Saveljich,Rayo Vallecano,18.9,7,0.37,6,0
1374,Víctor Chust,Cádiz,20.3,7,0.34,6,0
1375,Florent Ogier,Clermont Foot,27.0,8,0.3,6,0
1376,Matias Arezo,Granada,1.8,7,3.89,6,0
1377,José Mari,Cádiz,4.3,8,1.87,6,0
1378,Sam Lammers,Eint Frankfurt,5.7,7,1.22,6,0
1379,Hassane Kamara,Nice,6.0,7,1.16,6,0
1380,Jamie Shackleton,Leeds United,7.9,8,1.02,6,0
1381,Monchu,Granada,7.4,7,0.94,6,0
1382,Falaye Sacko,Saint-Étienne,7.4,7,0.94,6,0
1383,Marcelo,Bordeaux,10.0,8,0.8,6,0
1384,Vassilis Lambropoulos,Bochum,13.0,6,0.46,5,0
1385,David Zima,Torino,14.6,6,0.41,5,0
1386,Varazdat Haroyan,Cádiz,16.0,6,0.38,5,0
1387,Kurt Zouma,West Ham,23.1,6,0.26,5,0
1388,Sam Greenwood,Leeds United,2.6,6,2.28,5,0
1389,Marc Roca,Bayern Munich,4.2,8,1.9,5,0
1390,Alfreð Finnbogason,Augsburg,3.2,6,1.85,5,0
1391,Loren Morón,Espanyol,6.3,6,0.96,5,0
1392,Dan-Axel Zagadou,Dortmund,10.6,6,0.57,5,0
1393,Andrés Andrade Cedeño,Arminia,11.6,6,0.52,5,0
1394,Christian Kabasele,Watford,13.3,5,0.38,4,0
1395,Adil Rami,Troyes,13.0,5,0.38,4,0
1396,Mexer,Bordeaux,13.6,5,0.37,4,0
1397,Moussa Doumbia,Reims,1.0,5,5.23,4,0
1398,Bryan,Tottenham,1.0,5,4.79,4,0
1399,Ferrán Torres,Manchester City,3.4,5,1.49,4,0
1400,Ciaran Clark,Newcastle Utd,11.3,5,0.44,4,0
1401,Dan Burn,Brighton,11.4,5,0.44,4,0
1402,Jemerson,Metz,13.4,4,0.3,3,0
1403,Mattia Bani,Genoa,13.5,4,0.3,3,0
1404,Maxime Estève,Montpellier,20.6,5,0.24,3,0
1405,Samir Santos,Watford,18.6,4,0.22,3,0
1406,Víctor Laguardia,Alavés,33.8,7,0.21,3,0
1407,Óscar Duarte,Levante,19.7,4,0.2,3,0
1408,Germán Pezzella,Betis,22.1,4,0.18,3,0
1409,Brian Brobbey,RB Leipzig,1.5,4,2.75,3,0
1410,Robin Gosens,Inter,1.9,4,2.13,3,0
1411,Tom Davies,Everton,2.6,4,1.54,3,0
1412,Valon Behrami,Genoa,3.5,5,1.45,3,0
1413,Mathias Jørgensen,Brentford,5.8,6,1.04,3,0
1414,Mario Hernández,Rayo Vallecano,4.4,4,0.91,3,0
1415,Chimuanya Ugochukwu,Rennes,4.5,4,0.89,3,0
1416,Reiss Nelson,Arsenal,0.2,3,13.5,2,0
1417,Kenedy,Chelsea,0.6,3,4.66,2,0
1418,Cedric Teuchert,Union Berlin,1.2,3,2.57,2,0
1419,Daniel James,Manchester Utd,1.4,3,2.14,2,0
1420,Simone Zaza,Torino,1.4,3,2.09,2,0
1421,Tony Springett,Norwich City,1.6,3,1.91,2,0
1422,Reinier,Dortmund,1.8,3,1.67,2,0
1423,Filippo Delli Carri,Salernitana,3.7,3,0.81,2,0
1424,Anthony Martial,Sevilla,5.4,3,0.55,2,0
1425,Japhet Tanganga,Tottenham,8.2,3,0.37,2,0
1426,Nikola Maraš,Rayo Vallecano,11.6,3,0.26,2,0
1427,Matz Sels,Strasbourg,37.0,2,0.05,1,0
1428,Stefano Okaka,Udinese,0.2,2,8.18,1,0
1429,Ashley Fletcher,Watford,0.3,2,6.0,1,0
1430,Jean-Kévin Augustin,Nantes,0.9,2,2.14,1,0
1431,Mikael,Salernitana,1.0,2,2.07,1,0
1432,Orbelín Pineda,Celta Vigo,1.1,2,1.82,1,0
1433,Bakary Sako,Saint-Étienne,1.7,3,1.73,1,0
1434,Lee Dongjun,Hertha BSC,1.3,2,1.53,1,0
1435,Dion Moise Sahi,Strasbourg,1.4,2,1.41,1,0
1436,Divock Origi,Liverpool,1.5,2,1.35,1,0
1437,Ruben Lendinez,Valencia,1.5,2,1.31,1,0
1438,Lewis Bate,Leeds United,1.6,2,1.23,1,0
1439,Lenny Lacroix,Metz,2.2,2,0.9,1,0
1440,Marcus Forss,Brentford,2.3,2,0.86,1,0
1441,Cala,Cádiz,10.5,3,0.29,1,0
1442,Georges Mikautadze,Metz,0.0,1,90.0,0,0
1443,Mohamed Sankoh,Stuttgart,0.0,1,22.5,0,0
1444,Kasim Nuhu,Hoffenheim,0.1,1,18.0,0,0
1445,Anthony Ujah,Union Berlin,0.4,1,2.57,0,0
1446,Moustapha Cissé,Atalanta,0.4,1,2.37,0,0
1447,Roberto González,Betis,1.5,1,0.67,0,0
1448,Jonás Ramalho,Osasuna,2.7,1,0.37,0,0
1449,Benjamin Hübner,Hoffenheim,4.2,1,0.24,0,0
1450,Marco Modolo,Venezia,4.4,1,0.23,0,0
1451,Nathan de Medina,Arminia,8.6,1,0.12,0,0
1452,Sepe Elye Wahi,Montpellier,19.8,27,1.36,16,2
1453,Adama Traoré,Wolves,11.9,50,4.22,30,12
1454,Issa Kaboré,Troyes,25.0,50,2.0,34,5
1455,Maximilian Philipp,Wolfsburg,10.7,38,3.55,25,3
1456,Dani Olmo,RB Leipzig,8.3,30,3.63,20,3
1457,Adil Aouchiche,Saint-Étienne,12.0,35,2.91,20,2
1458,Charlie Taylor,Burnley,30.3,41,1.35,32,1
1459,Giorgos Kyriakopoulos,Sassuolo,21.9,58,2.64,42,6
1460,Przemysław Płacheta,Norwich City,5.6,14,2.5,5,2
1461,Enzo Ebosse,Angers,21.0,24,1.14,17,1
1462,Martín Zubimendi,Real Sociedad,28.8,34,1.18,26,0
1463,Ismaila Sarr,Watford,20.7,44,2.13,34,4
1464,Bruno Guimarães,Lyon,18.2,68,3.75,57,3
1465,Anthony Elanga,Manchester Utd,13.5,18,1.33,9,3
1466,Opa Nguette,Metz,11.6,23,1.98,15,3
1467,Fernando Niño,Mallorca,9.8,22,2.24,15,2
1468,Aleix Vidal,Espanyol,21.1,49,2.32,39,1
1469,Nahitan Nández,Cagliari,16.9,42,2.48,33,1
1470,Eden Hazard,Real Madrid,8.0,44,5.52,36,4
1471,Ridgeciano Haps,Venezia,22.8,28,1.23,19,2
1472,Nathan Tella,Southampton,8.9,18,2.01,12,2
1473,Nicholas Gioacchini,Montpellier,5.5,14,2.54,8,2
1474,Stefan Lainer,M'Gladbach,16.3,32,1.96,27,1
1475,Nikola Kalinić,Hellas Verona,4.5,15,3.33,10,1
1476,Danilo Soares,Bochum,28.5,51,1.79,35,2
1477,Sergio Busquets,Barcelona,35.5,85,2.39,75,1
1478,Pere Pons,Alavés,15.2,22,1.45,16,0
1479,Solly March,Brighton,19.4,67,3.45,41,7
1480,Manuel Lazzari,Lazio,18.5,33,1.78,22,4
1481,Javi Galán,Celta Vigo,36.6,51,1.39,40,3
1482,Kouadio Koné,M'Gladbach,24.3,39,1.61,31,3
1483,Tanguy Coulibaly,Stuttgart,12.0,21,1.75,13,3
1484,Tomás Rincón,Sampdoria,13.0,17,1.31,11,0
1485,Oier Zarraga,Athletic Club,13.0,20,1.54,14,2
1486,Landry Dimata,Espanyol,6.0,16,2.66,11,1
1487,Julian Green,Greuther Fürth,11.7,21,1.79,10,1
1488,Ken Sema,Watford,9.5,20,2.11,8,1
1489,Johan Vásquez,Genoa,25.3,15,0.59,7,1
1490,Yasser Larouci,Troyes,3.8,11,2.9,6,1
1491,Brandon Williams,Norwich City,23.6,31,1.32,27,0
1492,Mario Lemina,Nice,21.9,27,1.24,23,0
1493,Ike Ugbo,Troyes,9.0,13,1.44,9,0
1494,Lucas Pérez,Elche,14.1,25,1.78,15,3
1495,Fabian Kunze,Arminia,14.0,15,1.07,10,2
1496,Herbert Bockhorn,Bochum,9.4,14,1.48,8,2
1497,Martin Agirregabiria,Alavés,18.0,26,1.45,20,1
1498,Nicolas Cozza,Montpellier,30.8,23,0.75,18,1
1499,Facundo Pellistri,Alavés,7.5,15,2.01,11,1
1500,Iglesias,Getafe,8.0,16,2.0,10,1
1501,Maximilian Arnold,Wolfsburg,33.3,95,2.86,48,0
1502,Lucas Hernández,Bayern Munich,22.6,25,1.11,22,0
1503,Levin Öztunalı,Union Berlin,6.4,14,2.2,11,0
1504,Tomás Pina Isla,Alavés,16.0,10,0.62,7,0
1505,Omar Richards,Bayern Munich,4.9,10,2.05,7,0
1506,Dele Alli,Tottenham,7.3,8,1.1,5,0
1507,Shane Long,Southampton,3.4,5,1.46,2,0
1508,Pablo Rosario,Nice,30.3,47,1.55,41,1
1509,Joris Chotard,Montpellier,32.6,33,1.01,27,1
1510,Rubén Duarte,Alavés,29.1,46,1.58,27,0
1511,Mickael Nade,Saint-Étienne,28.5,19,0.67,14,0
1512,Will Hughes,Crystal Palace,11.7,20,1.71,12,0
1513,Tom Lacoux,Bordeaux,10.1,12,1.19,6,0
1514,Rayan Aït Nouri,Wolves,20.3,44,2.17,26,4
1515,Abdelhamid Sabiri,Sampdoria,9.9,26,2.62,17,4
1516,Eduardo Camavinga,Real Madrid,13.7,31,2.26,26,1
1517,John Guidetti,Alavés,3.1,10,3.23,5,1
1518,Paul Lasne,Brest,9.4,19,2.02,14,0
1519,Francisco Trincão,Wolves,14.8,39,2.63,24,9
1520,Myron Boadu,Monaco,10.7,23,2.16,14,6
1521,Souleyman Doumbia,Angers,24.7,35,1.42,29,3
1522,Daniel Parejo,Villarreal,30.0,112,3.73,62,2
1523,Manuel Lanzini,West Ham,19.8,55,2.77,45,2
1524,Aaron Hickey,Bologna,31.3,39,1.24,33,2
1525,Elba Rashani,Clermont Foot,19.5,31,1.59,26,2
1526,Filippo Melegoni,Genoa,10.9,30,2.76,20,2
1527,Cristian Gamboa,Bochum,19.1,29,1.52,19,2
1528,Evann Guessand,Nice,4.9,11,2.26,6,2
1529,Jerdy Schouten,Bologna,15.5,36,2.33,32,1
1530,Unai Vencedor Paris,Athletic Club,26.5,36,1.36,31,1
1531,Adam Lallana,Brighton,17.3,27,1.56,23,1
1532,Ruben Aguilar,Monaco,23.8,26,1.09,21,1
1533,Kevin Kampl,RB Leipzig,21.1,35,1.66,31,0
1534,Thomas Foket,Reims,24.8,32,1.29,28,0
1535,Samuele Ricci,Empoli,17.0,20,1.18,15,0
1536,Rémy Cabella,Montpellier,3.5,16,4.6,13,0
1537,Sofyan Amrabat,Fiorentina,10.5,16,1.53,13,0
1538,Ansu Fati,Barcelona,3.7,10,2.68,7,0
1539,Ilaix Moriba,Valencia,9.1,10,1.1,7,0
1540,Martin Erlic,Spezia,28.6,9,0.31,6,0
1541,Louis Mafouta,Metz,5.8,9,1.54,6,0
1542,Samuel Kalu,Watford,2.5,6,2.43,3,0
1543,Bilal Brahimi,Angers,3.8,14,3.73,8,4
1544,Johan Mojica,Elche,31.7,50,1.58,43,3
1545,Marco Verratti,Paris S-G,21.5,60,2.79,54,2
1546,Vital N'Simba,Clermont Foot,31.0,59,1.9,49,2
1547,Luca Pellegrini,Juventus,12.3,25,2.03,17,2
1548,Nikola Vlašić,West Ham,6.2,18,2.89,14,2
1549,Valentino Livramento,Southampton,24.5,40,1.63,37,1
1550,Malo Gusto,Lyon,20.9,39,1.86,36,1
1551,Mitchel Bakker,Leverkusen,20.2,31,1.53,28,1
1552,Angel Gomes,Lille,10.6,26,2.45,21,1
1553,Harry Winks,Tottenham,10.1,23,2.27,17,1
1554,Jens Jønsson,Cádiz,14.5,15,1.04,12,1
1555,Rodrigo Battaglia,Mallorca,13.1,14,1.07,11,1
1556,Adam Idah,Norwich City,6.9,12,1.73,8,1
1557,Moise Kean,Juventus,12.2,10,0.82,7,1
1558,Ilias Akhomach,Barcelona,1.4,7,5.08,4,1
1559,Mattia Zaccagni,Hellas Verona,2.0,11,5.5,2,1
1560,Stanislav Lobotka,Napoli,18.7,33,1.76,31,0
1561,Maxime Busi,Reims,14.4,28,1.94,25,0
1562,Dimitris Giannoulis,Norwich City,13.0,17,1.31,14,0
1563,Marc Albrighton,Leicester City,12.6,19,1.51,14,0
1564,Emil Bohinen,Salernitana,7.8,17,2.19,8,0
1565,Lebo Mothiba,Troyes,5.8,9,1.55,7,0
1566,Amine Bassi,Metz,2.0,12,5.87,4,0
1567,Ernesto Torregrossa,Sampdoria,1.3,6,4.66,4,0
1568,Vedat Muriqi,Lazio,2.4,5,2.09,3,0
1569,Luuk de Jong,Barcelona,7.3,5,0.69,3,0
1570,Fernando Forestieri,Udinese,0.6,4,6.21,1,0
1571,Julen Lobete,Real Sociedad,3.2,3,0.95,1,0
1572,Yusuf Demir,Barcelona,2.1,5,2.34,0,0
1573,Dodi Lukebakio,Hertha BSC,2.0,2,1.02,0,0
1574,José Juan Macías,Getafe,2.2,2,0.9,0,0
1575,Boubacar Traoré,Metz,19.2,36,1.88,27,4
1576,Luan Peres Petroni,Marseille,29.8,34,1.14,27,0
1577,Rogério,Sassuolo,19.2,48,2.5,36,1
1578,Patrick Cutrone,Empoli,15.6,24,1.54,19,1
1579,Thierry Correia,Valencia,15.7,22,1.4,17,1
1580,Waldemar Anton,Stuttgart,28.8,30,1.04,25,0
1581,Lucas Leiva,Lazio,18.9,21,1.11,16,0
1582,Fidel,Elche,25.1,72,2.87,54,2
1583,Andrea Petagna,Napoli,6.5,15,2.3,11,1
1584,Rafinha,Paris S-G,2.4,8,3.27,4,1
1585,Alex Sandro,Juventus,19.8,40,2.02,36,0
1586,José Luis Gayà,Valencia,20.8,39,1.88,33,0
1587,Jaume Costa,Mallorca,20.3,38,1.87,31,0
1588,Nemanja Matić,Manchester Utd,15.4,28,1.82,25,0
1589,Lamine Gueye,Metz,6.2,22,3.57,14,0
1590,Issouf Sissokho,Bordeaux,4.8,15,3.1,12,0
1591,Deiver Machado,Lens,5.8,15,2.58,12,0
1592,Renato Tapia,Celta Vigo,15.7,16,1.02,11,0
1593,Óscar Rodríguez Arnaiz,Sevilla,4.6,16,3.45,10,0
1594,Denis Cheryshev,Valencia,6.3,15,2.4,10,0
1595,Jacopo Sala,Spezia,9.8,13,1.33,10,0
1596,Paweł Dawidowicz,Hellas Verona,13.3,9,0.68,6,0
1597,Raúl Torrente,Granada,14.2,8,0.56,5,0
1598,Rick Karsdorp,Roma,32.0,79,2.47,72,3
1599,Yunus Musah,Valencia,14.0,24,1.72,18,3
1600,Ivan Ilić,Hellas Verona,28.1,50,1.78,39,2
1601,Alessandro Bastoni,Inter,25.7,32,1.25,28,2
1602,Ibrahima Diallo,Southampton,11.4,29,2.55,25,2
1603,Alex Oxlade-Chamberlain,Liverpool,8.7,21,2.41,17,2
1604,Roberto Soldado,Levante,7.4,16,2.17,12,2
1605,Alidu Seidu,Clermont Foot,15.7,13,0.83,9,2
1606,Atakan Karazor,Stuttgart,21.1,34,1.61,31,1
1607,Érik Lamela,Sevilla,11.3,35,3.1,31,1
1608,Florian Grillitsch,Hoffenheim,16.6,33,1.99,30,1
1609,James McArthur,Crystal Palace,16.0,29,1.81,25,1
1610,Ashley Young,Aston Villa,13.9,22,1.58,16,1
1611,Pablo Galdames Millán,Genoa,11.4,26,2.28,16,1
1612,Nabil Bentaleb,Angers,16.8,18,1.07,14,1
1613,Philippe Coutinho,Barcelona,5.6,16,2.86,11,1
1614,Emre Can,Dortmund,18.8,12,0.64,9,1
1615,Patrick Bamford,Leeds United,6.2,12,1.93,9,1
1616,Mouctar Diakhaby,Valencia,21.6,9,0.42,6,1
1617,Aimen Moueffek,Saint-Étienne,4.8,9,1.87,6,1
1618,Albert Sambi Lokonga,Arsenal,12.6,34,2.7,32,0
1619,Alessandro Florenzi,Milan,12.8,33,2.58,26,0
1620,Cédric Soares,Arsenal,16.5,36,2.18,25,0
1621,Thiago Mendes,Lyon,20.7,31,1.5,25,0
1622,Kevin Vogt,Hoffenheim,28.5,26,0.91,24,0
1623,Max Christiansen,Greuther Fürth,22.8,25,1.1,23,0
1624,Axel Witsel,Dortmund,21.6,22,1.02,19,0
1625,Sébastien Corchia,Nantes,14.7,22,1.5,16,0
1626,Yuri Berchiche,Athletic Club,11.3,19,1.68,16,0
1627,Jonny Castro,Wolves,11.4,18,1.58,16,0
1628,Louis Beyer,M'Gladbach,15.4,17,1.11,14,0
1629,Cristian Romero,Tottenham,20.5,17,0.83,14,0
1630,Arthur Melo,Juventus,10.7,16,1.5,14,0
1631,Tuta,Eint Frankfurt,24.3,16,0.66,13,0
1632,Juan Miranda,Betis,8.7,15,1.72,13,0
1633,Dimitris Nikolaou,Spezia,36.0,15,0.42,12,0
1634,Luiz Felipe,Lazio,27.7,13,0.47,11,0
1635,Jack Cork,Burnley,18.6,12,0.65,10,0
1636,Cristian Molinaro,Venezia,6.1,11,1.81,9,0
1637,Christoph Kramer,M'Gladbach,8.3,10,1.2,8,0
1638,Vitaliy Mykolenko,Everton,11.7,14,1.19,8,0
1639,Šime Vrsaljko,Atlético Madrid,10.2,9,0.89,7,0
1640,Adam Masina,Watford,12.0,11,0.92,6,0
1641,Stian Rode Gregersen,Bordeaux,21.7,7,0.32,5,0
1642,Takumi Minamino,Liverpool,2.1,7,3.39,5,0
1643,Bosko Sutalo,Hellas Verona,10.2,7,0.68,5,0
1644,Mattia Viti,Empoli,16.6,5,0.3,3,0
1645,Noah Joel Sarenren Bazee,Augsburg,2.7,4,1.49,2,0
1646,Iván Romero,Sevilla,2.0,3,1.52,1,0
1647,Sergiño Dest,Barcelona,16.8,39,2.32,30,7
1648,Jesús Corona,Sevilla,12.9,38,2.96,30,4
1649,Jean-Kevin Duverne,Brest,33.4,47,1.41,40,3
1650,Jan Thielmann,Köln,13.2,42,3.17,37,3
1651,Rico Henry,Brentford,30.8,41,1.33,36,3
1652,Joaquín,Betis,5.2,31,5.92,16,3
1653,Ander Barrenetxea,Real Sociedad,6.1,16,2.63,12,3
1654,Jesús Navas,Sevilla,19.8,58,2.92,53,2
1655,Ferland Mendy,Real Madrid,19.3,53,2.75,48,2
1656,Álvaro Odriozola,Fiorentina,19.3,52,2.7,47,2
1657,Diogo Dalot,Manchester Utd,20.0,37,1.85,33,2
1658,Ola Aina,Torino,16.0,35,2.19,30,2
1659,Josan,Elche,13.5,28,2.08,24,2
1660,Arkadiusz Reca,Spezia,19.7,27,1.37,23,2
1661,Nadiem Amiri,Genoa,7.6,29,3.82,22,2
1662,Jason,Alavés,7.5,30,3.98,14,2
1663,Ross Barkley,Chelsea,2.0,18,9.05,12,2
1664,Arber Zeneli,Reims,4.5,17,3.74,11,2
1665,Daniel Didavi,Stuttgart,3.1,12,3.9,9,2
1666,Pablo Piatti,Elche,3.5,8,2.31,5,2
1667,William Mikelbrencis,Metz,6.8,7,1.03,3,2
1668,Anthony Caci,Strasbourg,26.6,41,1.54,39,1
1669,Marcos Llorente,Atlético Madrid,27.2,41,1.51,37,1
1670,Lucas Digne,Everton,13.0,33,2.54,22,1
1671,Keidi Bare,Espanyol,16.5,21,1.28,19,1
1672,Viktor Kovalenko,Spezia,14.7,23,1.56,18,1
1673,Bryan,Valencia,8.4,19,2.27,13,1
1674,Yvan Neyou,Saint-Étienne,10.4,15,1.44,12,1
1675,Jannes Horn,Köln,5.3,12,2.26,9,1
1676,Mitchell Dijks,Bologna,7.7,13,1.69,9,1
1677,Anwar El Ghazi,Aston Villa,4.3,11,2.56,8,1
1678,Chiquinho,Wolves,2.3,10,4.33,7,1
1679,Alex Petxa,Athletic Club,4.6,9,1.97,7,1
1680,Cedric Itten,Greuther Fürth,7.1,8,1.13,6,1
1681,Santiago Arias,Granada,4.9,8,1.64,5,1
1682,Peter González,Real Madrid,0.3,5,16.67,3,1
1683,Noah Weißhaupt,Freiburg,1.1,5,4.64,3,1
1684,Oussama Idrissi,Sevilla,1.4,4,2.83,1,1
1685,Lago Junior,Mallorca,2.0,3,1.53,1,1
1686,Allan,Everton,24.3,32,1.32,31,0
1687,Azor Matusiwa,Reims,27.4,31,1.13,30,0
1688,Rolando Mandragora,Torino,14.7,43,2.93,26,0
1689,Moussa Niakhate,Mainz 05,28.5,30,1.05,23,0
1690,Oliver Skipp,Tottenham,15.0,22,1.47,21,0
1691,Timothy Castagne,Leicester City,23.6,25,1.06,21,0
1692,Renan Lodi,Atlético Madrid,13.1,18,1.37,17,0
1693,Henrique,Lyon,12.3,17,1.38,16,0
1694,Mickael Malsa,Levante,12.7,16,1.26,15,0
1695,Robin Knoche,Union Berlin,33.0,16,0.48,15,0
1696,James Justin,Leicester City,11.1,16,1.44,15,0
1697,Ben Johnson,West Ham,15.5,16,1.03,14,0
1698,Bastian Oczipka,Union Berlin,10.4,25,2.41,14,0
1699,Youssouf Sabaly,Betis,8.8,14,1.6,13,0
1700,Nemanja Radoja,Levante,13.5,13,0.96,12,0
1701,Philipp Klement,Stuttgart,3.8,17,4.53,12,0
1702,Albert Guðmundsson,Genoa,6.7,19,2.82,12,0
1703,Jaime Mata,Getafe,7.5,13,1.74,12,0
1704,Marc-Oliver Kempf,Stuttgart,9.3,13,1.39,12,0
1705,Matěj Vydra,Burnley,7.5,12,1.59,11,0
1706,Timothy Chandler,Eint Frankfurt,13.5,13,0.97,9,0
1707,Nikolas Nartey,Stuttgart,4.5,10,2.23,9,0
1708,Toni Lato,Valencia,6.6,10,1.53,9,0
1709,Fabio Depaoli,Hellas Verona,7.8,11,1.41,9,0
1710,Matthieu Udol,Metz,11.2,13,1.16,9,0
1711,Massadio Haïdara,Lens,12.0,11,0.92,9,0
1712,Javier Manquillo,Newcastle Utd,14.0,9,0.64,8,0
1713,Duje Ćaleta-Car,Marseille,22.9,10,0.44,8,0
1714,Luca Kilian,Köln,25.3,10,0.39,8,0
1715,Antonio Barragán,Elche,11.3,10,0.88,8,0
1716,Joe Gomez,Liverpool,3.7,8,2.18,7,0
1717,Deyovaisio Zeefuik,Hertha BSC,6.3,9,1.43,7,0
1718,Charles Traore,Nantes,8.0,9,1.13,7,0
1719,Jorge Cuenca,Getafe,29.8,7,0.23,6,0
1720,Felipe Caicedo,Genoa,3.2,7,2.22,6,0
1721,Giovanni González,Mallorca,4.1,7,1.73,6,0
1722,Fredrik Jensen,Augsburg,4.6,8,1.72,6,0
1723,Felix Passlack,Dortmund,5.2,7,1.33,6,0
1724,Jere Uronen,Brest,9.8,7,0.72,6,0
1725,Thibault Klidje,Bordeaux,1.0,6,6.28,5,0
1726,Fredrik André Bjørkan,Hertha BSC,3.9,7,1.78,5,0
1727,Luka Milivojević,Crystal Palace,8.6,15,1.74,5,0
1728,Nadiem Amiri,Leverkusen,4.1,7,1.71,5,0
1729,Kévin Rodrigues,Rayo Vallecano,4.8,7,1.45,5,0
1730,Marvelous Nakamba,Aston Villa,10.0,6,0.6,5,0
1731,Erik Palmer-Brown,Troyes,19.3,5,0.26,4,0
1732,Nordine Kandil,Strasbourg,1.0,5,5.0,4,0
1733,Nicolas Jackson,Villarreal,1.8,5,2.73,4,0
1734,Dennis Jastrzembski,Hertha BSC,2.5,5,2.0,4,0
1735,Mamadou Sylla,Rayo Vallecano,2.8,5,1.78,4,0
1736,Josh Dasilva,Brentford,2.9,5,1.75,4,0
1737,Paulo Otávio,Wolfsburg,4.0,5,1.24,4,0
1738,Chapela,Cádiz,4.4,5,1.13,4,0
1739,Jordan Amavi,Nice,4.6,5,1.09,4,0
1740,George Bello,Arminia,4.8,5,1.04,4,0
1741,Patrick Osterhage,Bochum,6.7,6,0.9,4,0
1742,Jérémy Morel,Lorient,6.7,5,0.75,4,0
1743,Hernani,Genoa,7.6,5,0.66,4,0
1744,Ibrahim Amadou,Metz,9.0,5,0.55,4,0
1745,Jeremías Ledesma,Cádiz,38.0,5,0.13,3,0
1746,Jofre,Espanyol,0.2,4,18.0,3,0
1747,Burak İnce,Arminia,1.5,4,2.59,3,0
1748,Eduardo Camavinga,Rennes,1.6,4,2.52,3,0
1749,Bartosz Bialek,Wolfsburg,2.0,4,2.02,3,0
1750,Koba Koindredi,Valencia,2.0,4,1.99,3,0
1751,Jon Guridi,Real Sociedad,2.3,4,1.75,3,0
1752,Tobias Strobl,Augsburg,3.6,4,1.11,3,0
1753,Jeison Murillo,Celta Vigo,12.4,5,0.4,3,0
1754,Jason,Valencia,0.8,5,6.0,2,0
1755,Nassim Chadli,Troyes,1.1,3,2.81,2,0
1756,Hugo Novoa,RB Leipzig,1.5,3,1.99,2,0
1757,Alejandro Balde,Barcelona,2.1,3,1.44,2,0
1758,Saúl Ñíguez,Atlético Madrid,2.2,3,1.34,2,0
1759,Liberato Cacace,Empoli,5.2,4,0.77,2,0
1760,Nikola Maksimović,Genoa,12.4,3,0.24,2,0
1761,Cristiano Ronaldo,Juventus,0.3,2,5.81,1,0
1762,Connor Noß,M'Gladbach,0.6,2,3.46,1,0
1763,Keita Endo,Union Berlin,0.6,2,3.27,1,0
1764,Tomás Rincón,Torino,1.8,3,1.66,1,0
1765,Dale Stephens,Burnley,1.4,2,1.45,1,0
1766,Lenny Joseph,Metz,1.7,2,1.18,1,0
1767,Phil Jones,Manchester Utd,1.8,2,1.1,1,0
1768,Dan Gosling,Watford,1.8,2,1.08,1,0
